Lat,Lon,Date,Unq_Loc.x,cutLat.x,cutLon.x,Year,month,day,DOY,Unique_Date,Date_2,SSH,SSH_sd,SST,SST_sd,SST_Anom,Curl_Val,U_Val,V_Val,Depth_Val,Rugosity_Val,Dist_Shore_Val,CHL_Val,WEGU_Nu,WEGU_Agg,PFSH_Nu,PFSH_Agg,CAAU_Nu,CAAU_Agg,SOSH_Nu,SOSH_Agg,COMU_Nu,COMU_Agg,BFAL_Nu,BFAL_Agg
36.6,-122.6,5/21/2009,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2009,5,21,141,2009 5 21,20090521,-0.008751226,0.004685113,12.69460066,0.149018193,0.470996753,1.10E-06,-0.122322756,-0.15994407,-2403.726563,820.5258637,46714.14453,1.644245065,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.6,6/6/2009,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2009,6,6,157,2009 6 6,20090606,0.060213158,0.011746831,13.29632807,0.205041489,0.400817755,-2.58E-07,-0.119986579,0.184650379,-2403.726563,820.5258637,46714.14453,1.265366235,0,0,0,0,1,0,0,0,0,0,0,0
36.6,-122.6,6/10/2009,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2009,6,10,161,2009 6 10,20090610,0.0627169,0.007568696,13.16494875,0.34087001,0.362866493,5.73E-08,-0.066569937,-0.034478276,-2403.726563,820.5258637,46714.14453,0.843382524,0,0,1,0,1,0,0,0,0,0,0,0
36.6,-122.6,5/12/2010,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2010,5,12,132,2010 5 12,20100512,0.001753577,0.015597017,11.14523841,0.279783869,0.299262786,2.44E-06,-0.072791186,-0.470990684,-2403.726563,820.5258637,46714.14453,1.347795183,1,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.6,5/30/2010,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2010,5,30,150,2010 5 30,20100530,0.003534092,0.003832223,11.64136021,0.291645372,0.253739261,1.84E-06,-0.078535907,-0.192706619,-2403.726563,820.5258637,46714.14453,2.92423687,0,0,0,0,0,0,0,0,1,0,0,0
36.6,-122.6,5/8/2012,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2012,5,8,129,2012 5 8,20120508,-0.047956775,0.003142508,11.30908095,0.31491869,0.371221909,6.23E-07,0.04557725,-0.164206449,-2403.726563,820.5258637,46714.14453,1.53426921,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.6,5/15/2012,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2012,5,15,136,2012 5 15,20120515,-0.025491665,0.018449066,12.5188525,0.254561673,0.403075321,-2.43E-07,-0.012257138,-0.536493898,-2403.726563,820.5258637,46714.14453,1.53426921,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.6,5/31/2012,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2012,5,31,152,2012 5 31,20120531,-0.012684015,0.008128005,11.50548711,0.156877499,0.290079122,8.95E-07,-0.248933249,-0.054536881,-2403.726563,820.5258637,46714.14453,0.822215737,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.6,5/11/2013,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2013,5,11,131,2013 5 11,20130511,-0.009082682,0.003781761,12.36415545,0.33259498,0.381930652,1.10E-07,-0.100635297,-0.141529979,-2403.726563,820.5258637,46714.14453,2.81427818,0,0,0,0,0,0,3,0,0,0,0,0
36.6,-122.6,5/18/2015,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2015,5,18,138,2015 5 18,20150518,0.079521314,0.009166326,12.36655761,0.122900127,0.347473437,8.26E-08,0.105299948,-0.020012524,-2403.726563,820.5258637,46714.14453,0.375705735,0,0,0,0,0,0,0,0,0,0,1,0
36.6,-122.6,5/6/2016,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2016,5,6,127,2016 5 6,20160506,0.024103461,0.017225667,13.51809029,0.250015415,0.458685928,8.95E-08,0.123645682,-0.100279708,-2403.726563,820.5258637,46714.14453,0.499197687,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.6,5/15/2016,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2016,5,15,136,2016 5 15,20160515,-0.030410652,0.013896161,13.71244899,0.456939884,0.342293637,-9.82E-09,0.025331191,-0.001027774,-2403.726563,820.5258637,46714.14453,0.615339714,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.6,5/5/2021,"(-122.6,-122.5] (36.6,36.7]","(36.6,36.7]","(-122.6,-122.5]",2021,5,5,125,2021 5 5,20210505,0.010535448,0.002974132,11.16271496,0.194213154,0.301411113,6.24E-07,0.008436233,-0.159330383,-2403.726563,820.5258637,46714.14453,0.741472663,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/12/2001,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2001,5,12,132,2001 5 12,20010512,0.016217565,0.007980809,13.09536478,0.163923528,0.531294692,2.20E-07,0.121430789,0.05148638,-2815.814455,658.2391835,58785.85938,2.279785987,0,0,0,0,0,0,32,0,0,0,0,0
36.6,-122.7,5/19/2001,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2001,5,19,139,2001 5 19,20010519,0.020128383,0.007208737,13.5337415,0.257920593,0.566446639,2.35E-07,-0.011307618,0.071778044,-2815.814455,658.2391835,58785.85938,1.319147118,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/15/2003,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2003,5,15,135,2003 5 15,20030515,0.087278364,0.015624873,12.9428517,0.043248177,0.426517248,7.07E-07,-0.163999583,-0.419203386,-2815.814455,658.2391835,58785.85938,1.246364235,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/24/2003,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2003,5,24,144,2003 5 24,20030524,-0.001174537,0.019317219,11.78982641,0.407701045,0.305323882,8.01E-07,-0.07326594,-0.495595397,-2815.814455,658.2391835,58785.85938,6.559081637,0,0,0,0,0,0,2,0,0,0,0,0
36.6,-122.7,5/25/2003,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2003,5,25,145,2003 5 25,20030525,-0.003426268,0.015150419,12.08946929,0.262658073,0.295844603,-8.18E-08,-0.036584603,-0.289856417,-2815.814455,658.2391835,58785.85938,5.399770324,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/10/2004,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2004,5,10,131,2004 5 10,20040510,0.035249847,0.010206902,12.66602212,0.14144706,0.320207221,1.48E-06,-0.092912017,-0.171237235,-2815.814455,658.2391835,58785.85938,3.922353564,0,0,0,0,0,0,0,0,0,0,1,0
36.6,-122.7,6/6/2009,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2009,6,6,157,2009 6 6,20090606,0.050832463,0.012532046,13.4256474,0.30095229,0.414571171,-2.67E-07,-0.121396765,0.20171771,-2815.814455,658.2391835,58785.85938,1.130441034,0,0,2,0,0,0,0,0,2,0,0,0
36.6,-122.7,6/10/2009,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2009,6,10,161,2009 6 10,20090610,0.058736309,0.00663842,13.64138932,0.436422976,0.412364679,7.75E-08,-0.087508284,-0.051353183,-2815.814455,658.2391835,58785.85938,0.662262907,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/30/2010,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2010,5,30,150,2010 5 30,20100530,0.004442741,0.00359347,12.41850177,0.157169659,0.326849935,1.63E-06,-0.021704017,-0.102935886,-2815.814455,658.2391835,58785.85938,1.826968953,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/11/2013,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2013,5,11,131,2013 5 11,20130511,-0.008021361,0.005935478,12.76988866,0.24378185,0.418493182,9.52E-08,-0.014515274,-0.223719502,-2815.814455,658.2391835,58785.85938,3.303568392,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/18/2015,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2015,5,18,138,2015 5 18,20150518,0.081094928,0.00777127,12.77194558,0.282371508,0.384212219,9.77E-08,0.081067417,-0.015766664,-2815.814455,658.2391835,58785.85938,0.399539749,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/15/2016,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2016,5,15,136,2016 5 15,20160515,-0.044313183,0.012728885,13.80878831,0.616667257,0.351269966,-1.07E-07,-0.012770324,-0.037932563,-2815.814455,658.2391835,58785.85938,0.62761956,0,0,0,0,0,0,0,0,0,0,0,0
36.6,-122.7,5/5/2021,"(-122.7,-122.6] (36.6,36.7]","(36.6,36.7]","(-122.7,-122.6]",2021,5,5,125,2021 5 5,20210505,0.003677212,0.007051011,11.51731396,0.233603375,0.334965334,7.49E-07,-0.049613506,0.000465673,-2815.814455,658.2391835,58785.85938,0.627445001,0,0,0,0,0,0,22,0,0,0,1,0
36.7,-121.9,5/11/2001,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2001,5,11,131,2001 5 11,20010511,0.023050113,0.000706349,12.89731831,0.54339003,0.547275363,-6.68E-08,NA,NA,-320.230468,620.4232803,10718.42676,3.624781283,0,0,0,0,0,0,61,0,101,1,1,0
36.7,-121.9,5/5/2008,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2008,5,5,126,2008 5 5,20080505,-0.030878086,0.0024249,10.15912361,0.121391687,0.292160459,2.49E-07,NA,NA,-320.230468,620.4232803,10718.42676,2.380793168,4,0,0,0,0,0,0,0,8,0,0,0
36.7,-121.9,6/7/2009,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2009,6,7,158,2009 6 7,20090607,0.066441285,0.0018023,14.85035073,0.529363054,0.591900321,1.04E-07,NA,NA,-320.230468,620.4232803,10718.42676,2.698631868,6,0,0,0,0,0,7,0,5,0,0,0
36.7,-121.9,5/21/2013,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2013,5,21,141,2013 5 21,20130521,-0.004100417,0.003596361,12.12348569,0.171493436,0.307853462,2.30E-06,NA,NA,-320.230468,620.4232803,10718.42676,4.274752807,1,0,0,0,0,0,0,0,0,0,0,0
36.7,-121.9,5/27/2014,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2014,5,27,147,2014 5 27,20140527,0.066115677,0.00460077,15.79705026,1.2719763,0.52479229,3.46E-06,NA,NA,-320.230468,620.4232803,10718.42676,11.12838924,0,0,0,0,0,0,19,0,0,0,0,0
36.7,-121.9,4/27/2016,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2016,4,27,118,2016 4 27,20160427,-0.08298797,0.00508052,12.88011969,0.645585965,0.367039226,1.69E-06,NA,NA,-320.230468,620.4232803,10718.42676,2.102639297,0,0,0,0,0,0,0,0,2,0,0,0
36.7,-121.9,5/16/2016,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2016,5,16,137,2016 5 16,20160516,-0.019500246,0.005814356,15.00094577,0.684995976,0.433478345,2.72E-06,NA,NA,-320.230468,620.4232803,10718.42676,0.969788138,0,0,0,0,0,0,0,0,0,0,0,0
36.7,-121.9,5/12/2019,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2019,5,12,132,2019 5 12,20190512,0.088997529,0.004139638,16.03518979,0.368081506,0.640926281,1.22E-07,NA,NA,-320.230468,620.4232803,10718.42676,1.763393024,25,1,0,0,0,0,2,0,7,0,0,0
36.7,-121.9,5/16/2019,"(-121.9,-121.8] (36.7,36.8]","(36.7,36.8]","(-121.9,-121.8]",2019,5,16,136,2019 5 16,20190516,0.029323324,0.001724776,15.47265409,0.37363033,0.616326554,-1.13E-07,NA,NA,-320.230468,620.4232803,10718.42676,1.763393024,0,0,0,0,0,0,3,0,1,0,0,0
36.7,-122,5/11/2001,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2001,5,11,131,2001 5 11,20010511,0.022580702,0.001701791,12.06046331,0.54339003,0.471975535,-4.37E-08,0.064361566,-0.076611172,-320.230468,620.4232803,10718.42676,2.737361558,1,0,0,0,0,0,26,0,26,0,0,0
36.7,-122,5/22/2002,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2002,5,22,142,2002 5 22,20020522,0.008145158,0.00569666,11.51206634,0.258006276,0.383614616,7.46E-08,0.240818067,0.074691145,-320.230468,620.4232803,10718.42676,1.621595365,0,0,0,0,0,0,75,0,0,0,0,0
36.7,-122,5/17/2003,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2003,5,17,137,2003 5 17,20030517,-0.036438514,0.00357771,10.53515661,0.258800424,0.215336367,3.11E-06,-0.058452398,-0.406559569,-320.230468,620.4232803,10718.42676,1.597007469,1,0,3,0,0,0,1,0,16,0,0,0
36.7,-122,5/9/2004,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2004,5,9,130,2004 5 9,20040509,0.018300628,0.006113582,12.32706558,0.257928879,0.292478826,1.21E-06,-0.079760408,-0.377547663,-320.230468,620.4232803,10718.42676,2.389629392,0,0,0,0,3,0,1,0,5,0,0,0
36.7,-122,5/8/2005,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2005,5,8,128,2005 5 8,20050508,0.056292184,0.001530982,14.08041338,0.263306494,0.448466055,-4.92E-07,0.005669116,0.155910179,-320.230468,620.4232803,10718.42676,1.787806863,5,0,0,0,2,0,424,1,287,1,0,0
36.7,-122,5/9/2006,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2006,5,9,129,2006 5 9,20060509,0.027753845,0.004888874,12.14267436,0.176788416,0.368287528,1.53E-06,-0.117181166,-0.367624429,-320.230468,620.4232803,10718.42676,1.748808905,1,0,0,0,0,0,762,1,47,1,0,0
36.7,-122,5/14/2007,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2007,5,14,134,2007 5 14,20070514,-0.036466106,0.002739742,11.283164,0.201007952,0.372867177,1.36E-06,-0.090067165,-0.260926715,-320.230468,620.4232803,10718.42676,0.428448418,1,0,0,0,0,0,2,0,1,0,0,0
36.7,-122,6/7/2009,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2009,6,7,158,2009 6 7,20090607,0.067100345,0.001402225,14.01958837,0.529363054,0.509599635,1.52E-07,-0.022892302,-0.219299703,-320.230468,620.4232803,10718.42676,2.153942483,2,0,0,0,1,0,36,0,16,0,2,0
36.7,-122,5/20/2010,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2010,5,20,140,2010 5 20,20100520,0.018732136,0.004791192,11.16819949,0.191521951,0.293071457,2.06E-06,0.088602336,-0.274663541,-320.230468,620.4232803,10718.42676,2.237637764,0,0,0,0,0,0,0,0,0,0,0,0
36.7,-122,5/21/2013,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2013,5,21,141,2013 5 21,20130521,-0.003509508,0.003818925,11.97001631,0.171493436,0.29445118,1.79E-06,-0.102597245,-0.255490924,-320.230468,620.4232803,10718.42676,2.340726428,0,0,0,0,0,0,0,0,0,0,0,0
36.7,-122,5/27/2014,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2014,5,27,147,2014 5 27,20140527,0.066443301,0.003753509,14.19061217,1.2719763,0.388861275,2.92E-06,-0.061744537,-0.300875887,-320.230468,620.4232803,10718.42676,3.9594888,0,0,0,0,0,0,109,0,0,0,0,0
36.7,-122,5/28/2014,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2014,5,28,148,2014 5 28,20140528,0.072017982,0.005150426,13.47008817,0.48786183,0.339787423,4.55E-06,-0.103539829,-0.438743831,-320.230468,620.4232803,10718.42676,3.9594888,0,0,0,0,0,0,427,1,0,0,0,0
36.7,-122,6/1/2014,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2014,6,1,152,2014 6 1,20140601,-0.016445066,0.008493128,12.16948063,0.610464028,0.286319153,9.56E-07,-0.131415265,-0.266201348,-320.230468,620.4232803,10718.42676,3.9594888,0,0,0,0,0,0,0,0,0,0,3,0
36.7,-122,4/27/2016,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2016,4,27,118,2016 4 27,20160427,-0.078485963,0.012274295,11.8369702,0.645585965,0.266123508,1.61E-06,-0.006189191,-0.361855714,-320.230468,620.4232803,10718.42676,0.58402829,0,0,0,0,0,0,0,0,0,0,0,0
36.7,-122,5/16/2016,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2016,5,16,137,2016 5 16,20160516,-0.028226162,0.010106955,13.52816327,0.684995976,0.292977368,2.31E-06,0.185928289,-0.05269187,-320.230468,620.4232803,10718.42676,1.306497904,2,0,0,0,0,0,210,1,19,0,0,0
36.7,-122,4/28/2017,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2017,4,28,118,2017 4 28,20170428,-0.111150739,0.013522407,11.73177569,0.321552827,0.325468688,3.69E-06,0.004579161,-0.308550812,-320.230468,620.4232803,10718.42676,0.19278928,5,0,0,0,0,0,103,0,29,0,0,0
36.7,-122,5/15/2018,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2018,5,15,135,2018 5 15,20180515,0.019489618,0.003374575,13.37558894,1.17525741,0.422285084,-7.10E-08,-0.054404937,-0.103476339,-320.230468,620.4232803,10718.42676,1.582511242,0,0,0,0,0,0,106,0,0,0,0,0
36.7,-122,6/10/2018,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2018,6,10,161,2018 6 10,20180610,-0.005453038,0.006287718,11.34668271,0.595739677,0.176595387,3.71E-06,-0.004583212,-0.380218375,-320.230468,620.4232803,10718.42676,7.026096784,0,0,0,0,0,0,0,0,3,0,0,0
36.7,-122,5/16/2019,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2019,5,16,136,2019 5 16,20190516,0.030635306,0.011583881,15.00046248,0.37363033,0.576292725,-9.43E-08,-0.010007085,-0.203199795,-320.230468,620.4232803,10718.42676,1.422463348,0,0,0,0,0,0,105,0,0,0,0,0
36.7,-122,5/2/2021,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2021,5,2,122,2021 5 2,20210502,0.020657213,0.001425909,11.69929218,0.569029339,0.293961793,4.90E-06,0.074321903,-0.243325457,-320.230468,620.4232803,10718.42676,1.953462589,1,0,0,0,0,0,110,0,61,1,0,0
36.7,-122,6/5/2021,"(-122,-121.9] (36.7,36.8]","(36.7,36.8]","(-122,-121.9]",2021,6,5,156,2021 6 5,20210605,0.037288759,0.001427911,14.01996517,1.133157281,0.435881223,1.02E-06,0.066129558,-0.016842498,-320.230468,620.4232803,10718.42676,2.075826581,5,0,0,0,0,0,0,0,0,0,0,0
36.7,-122.1,5/11/2001,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2001,5,11,131,2001 5 11,20010511,0.023879315,0.003914346,11.85704532,0.235020048,0.453672077,-2.43E-08,0.086511419,-0.034187798,-880.4462947,730.0533236,16037.62305,2.80452202,0,0,1,0,0,0,9,0,4,0,1,0
36.7,-122.1,5/22/2002,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2002,5,22,142,2002 5 22,20020522,-0.000745597,0.007369048,11.33196791,0.103309657,0.364896297,1.44E-08,0.075195154,0.032361673,-880.4462947,730.0533236,16037.62305,0.964303146,0,0,0,0,1,0,0,0,0,0,0,0
36.7,-122.1,5/17/2003,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2003,5,17,137,2003 5 17,20030517,-0.032997535,0.005595632,10.6423948,0.147848903,0.226181194,3.07E-06,-0.071312121,-0.247621034,-880.4462947,730.0533236,16037.62305,1.349336992,2,0,4,0,0,0,53,0,7,0,0,0
36.7,-122.1,5/9/2004,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2004,5,9,130,2004 5 9,20040509,0.024334061,0.006919515,12.38983728,0.120785579,0.298184189,1.21E-06,-0.124423328,-0.256738672,-880.4462947,730.0533236,16037.62305,2.209319919,0,0,0,0,18,0,3,0,1,0,0,0
36.7,-122.1,5/14/2007,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2007,5,14,134,2007 5 14,20070514,-0.034718222,0.002795894,11.35772532,0.362149338,0.379152147,1.38E-06,-0.131820655,-0.194159474,-880.4462947,730.0533236,16037.62305,0.478338426,0,0,0,0,1,0,3,0,0,0,0,0
36.7,-122.1,5/5/2008,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2008,5,5,126,2008 5 5,20080505,-0.033795621,0.004253635,10.0814683,0.257808532,0.285254788,3.07E-07,-0.153634989,-0.104620074,-880.4462947,730.0533236,16037.62305,1.53968103,1,0,4,0,0,0,0,0,1,0,0,0
36.7,-122.1,5/6/2008,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2008,5,6,127,2008 5 6,20080506,-0.026919734,0.005692316,10.0684531,0.260051921,0.277150945,1.24E-06,-0.112726852,0.019813981,-880.4462947,730.0533236,16037.62305,1.53968103,14,1,6,0,0,0,0,0,0,0,0,0
36.7,-122.1,6/7/2009,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2009,6,7,158,2009 6 7,20090607,0.066786154,0.001368994,13.56219315,0.094841541,0.46428711,1.91E-07,-0.03626481,-0.137031466,-880.4462947,730.0533236,16037.62305,1.399930945,7,0,0,0,0,0,0,0,7,0,0,0
36.7,-122.1,5/30/2012,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2012,5,30,151,2012 5 30,20120530,-0.056195933,0.004131133,10.815992,0.289281675,0.213559539,1.27E-06,-0.048586926,-0.060910425,-880.4462947,730.0533236,16037.62305,0.625086922,0,0,0,0,28,0,0,0,7,0,1,0
36.7,-122.1,5/20/2013,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2013,5,20,140,2013 5 20,20130520,-0.030612685,0.007898122,11.87191737,0.206642509,0.305972757,1.68E-06,-0.068634242,-0.284226566,-880.4462947,730.0533236,16037.62305,1.598891391,48,1,0,0,0,0,65,0,0,0,0,0
36.7,-122.1,5/23/2013,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2013,5,23,143,2013 5 23,20130523,0.009221043,0.004219065,11.32028522,0.390252599,0.248659155,5.72E-06,-0.071398769,-0.188327337,-880.4462947,730.0533236,16037.62305,1.598891391,0,0,0,0,0,0,9,0,0,0,0,0
36.7,-122.1,5/17/2014,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2014,5,17,137,2014 5 17,20140517,0.036123707,0.007562333,11.21152589,0.402518886,0.259793764,1.64E-06,-0.036204071,-0.197232941,-880.4462947,730.0533236,16037.62305,7.780211672,0,0,1,0,0,0,0,0,0,0,0,0
36.7,-122.1,5/28/2014,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2014,5,28,148,2014 5 28,20140528,0.071767582,0.005413284,12.44985615,0.370985923,0.252745561,3.46E-06,-0.105659236,-0.298473119,-880.4462947,730.0533236,16037.62305,1.672493777,2,0,0,0,0,0,84,0,0,0,0,0
36.7,-122.1,6/1/2014,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2014,6,1,152,2014 6 1,20140601,-0.005500072,0.013148533,11.98443046,0.439094274,0.272955465,8.03E-07,-0.039485741,-0.397542422,-880.4462947,730.0533236,16037.62305,1.672493777,0,0,0,0,0,0,125,0,5,0,1,0
36.7,-122.1,5/9/2015,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2015,5,9,129,2015 5 9,20150509,0.088252688,0.001565402,10.89772777,0.073088696,0.241378149,7.13E-07,0.040335161,-0.06792025,-880.4462947,730.0533236,16037.62305,0.763051459,1,0,0,0,0,0,0,0,33,0,1,0
36.7,-122.1,4/28/2016,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2016,4,28,119,2016 4 28,20160428,-0.046902749,0.019095547,11.70211668,0.278459836,0.228484824,1.52E-06,0.18854581,-0.34071112,-880.4462947,730.0533236,16037.62305,0.784607932,0,0,0,0,0,0,0,0,6,0,0,0
36.7,-122.1,4/29/2016,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2016,4,29,120,2016 4 29,20160429,-0.027893787,0.011619352,10.88802105,0.209904912,0.184111996,2.98E-06,0.163919076,-0.235988609,-880.4462947,730.0533236,16037.62305,0.784607932,0,0,0,0,0,0,0,0,9,0,0,0
36.7,-122.1,6/3/2016,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2016,6,3,155,2016 6 3,20160603,0.105077755,0.002453201,14.81871431,0.711344768,0.495873955,1.73E-07,0.021214128,-0.094747844,-880.4462947,730.0533236,16037.62305,6.119490311,1,0,0,0,0,0,6,0,0,0,0,0
36.7,-122.1,5/15/2018,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2018,5,15,135,2018 5 15,20180515,0.023356284,0.005623195,12.55202464,0.27921941,0.34211777,-7.18E-08,0.014196499,-0.090532818,-880.4462947,730.0533236,16037.62305,1.176773094,2,0,0,0,0,0,272,1,3,0,2,0
36.7,-122.1,6/10/2018,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2018,6,10,161,2018 6 10,20180610,7.64E-06,0.010367675,10.69931293,0.199234133,0.131602789,2.59E-06,0.061723516,-0.330299837,-880.4462947,730.0533236,16037.62305,2.780306193,0,0,0,0,0,0,3,0,5,0,0,0
36.7,-122.1,5/12/2019,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2019,5,12,132,2019 5 12,20190512,0.102843356,0.007425982,15.64703141,0.38580158,0.60703588,-8.01E-08,0.038496224,-0.260531326,-880.4462947,730.0533236,16037.62305,0.453490637,1,0,0,0,0,0,439,1,0,0,0,0
36.7,-122.1,5/16/2019,"(-122.1,-122] (36.7,36.8]","(36.7,36.8]","(-122.1,-122]",2019,5,16,136,2019 5 16,20190516,0.054066814,0.01428785,15.29024189,0.562911984,0.600861097,-6.23E-08,0.037496095,-0.187620561,-880.4462947,730.0533236,16037.62305,0.453490637,0,0,3,0,0,0,6,0,0,0,0,0
